ime,vrsta
Murjevka,vrh
Murjevka,vrh
Stari grad (Stari Osterberg),vrh
Stari grad (Stari Osterberg),vrh
Cerkev sv. Mihaela na Šmihelu,vrh
Cerkev sv. Mihaela na Šmihelu,cerkev
Cerkev sv. Mihaela na Šmihelu,vrh
Cerkev sv. Mihaela na Šmihelu,cerkev
Dom LD Dobrnič,koča
Dom LD Dobrnič,sedlo
Dom LD Dobrnič,koča
Dom LD Dobrnič,sedlo
Črni hrib (Golovec),vrh
Črni hrib (Golovec),vrh
Velika Radenska stena,vrh
Velika Radenska stena,vrh
Luknje,vrh
Luknje,vrh
Gašperjeva koča pod Velikim Kozjem,koča
Gašperjeva koča pod Velikim Kozjem,koča
Županova jama,koča
Županova jama,koča
Mala Radenska stena,vrh
Mala Radenska stena,vrh
Sveta Marija (Trška Gora),vrh
Sveta Marija (Trška Gora),cerkev
Sveta Marija (Trška Gora),vrh
Sveta Marija (Trška Gora),cerkev
Sveti Križ (Liška gora),vrh
Sveti Križ (Liška gora),cerkev
Sveti Križ (Liška gora),vrh
Sveti Križ (Liška gora),cerkev
Sveta Katarina (Kuretno),cerkev
Sveta Katarina (Kuretno),cerkev
Veliki vrh (Križentaver),vrh
Veliki vrh (Križentaver),vrh
Tinska gora,vrh
Tinska gora,vrh
Stari grad na Grajskem hribu,vrh
Stari grad na Grajskem hribu,vrh
Oljska gora,vrh
Oljska gora,vrh
Sv. Miklavž na Goropečah,cerkev
Sv. Miklavž na Goropečah,cerkev
Stari grad (Volčji Potok),vrh
Stari grad (Volčji Potok),vrh
Miklavžev hrib (Miklavški hrib),cerkev
Miklavžev hrib (Miklavški hrib),cerkev
Kamnolom mlinskih kamnov,cerkev
Kamnolom mlinskih kamnov,cerkev
Hribce,vrh
Hribce,jezero
Hribce,cerkev
Hribce,vrh
Hribce,jezero
Hribce,cerkev
Stara sveta gora,vrh
Stara sveta gora,cerkev
Stara sveta gora,vrh
Stara sveta gora,cerkev
Sv. Kunigunda na Taboru nad Ihanom,vrh
Sv. Kunigunda na Taboru nad Ihanom,cerkev
Sv. Kunigunda na Taboru nad Ihanom,vrh
Sv. Kunigunda na Taboru nad Ihanom,cerkev
Miklavžev hrib (Razgledni stolp),vrh
Miklavžev hrib (Razgledni stolp),vrh
Sveta Neža (Liboje),vrh
Sveta Neža (Liboje),cerkev
Sveta Neža (Liboje),vrh
Sveta Neža (Liboje),cerkev
Grad Kozje (Drachenburg),vrh
Grad Kozje (Drachenburg),vrh
Radenski kal,koča
Radenski kal,jezero
Radenski kal,koča
Radenski kal,jezero
Sv. Andrej nad Olimjem,cerkev
Sv. Andrej nad Olimjem,cerkev
Dom Frata,koča
Dom Frata,koča
Gradišče (pri Grižah),vrh
Gradišče (pri Grižah),cerkev
Gradišče (pri Grižah),vrh
Gradišče (pri Grižah),cerkev
Gradiško jezero,jezero
Gradiško jezero,jezero
Sveti Primož (Kremen),vrh
Sveti Primož (Kremen),cerkev
Sveti Primož (Kremen),vrh
Sveti Primož (Kremen),cerkev
Lahomniški sopot,slap
Lahomniški sopot,slap
Cerkev sv. Krištofa na Gramnu,vrh
Cerkev sv. Krištofa na Gramnu,cerkev
Cerkev sv. Krištofa na Gramnu,vrh
Cerkev sv. Krištofa na Gramnu,cerkev
Sv. Urban (Cmereška Gorca),cerkev
Sv. Urban (Cmereška Gorca),cerkev
Gruska jama,slap
Gruska jama,slap
Sv. Lovrenc (Kompole),cerkev
Sv. Lovrenc (Kompole),cerkev
Pusti Peter,cerkev
Pusti Peter,cerkev
Cerkev Lurške Matere Božje (Lurd),cerkev
Cerkev Lurške Matere Božje (Lurd),cerkev
Herkulovo svetišče na Bregu,cerkev
Herkulovo svetišče na Bregu,cerkev
Izvir Krke,cerkev
Izvir Krke,cerkev
Stari grad nad Otočcem,cerkev
Stari grad nad Otočcem,cerkev
Jelovička in Mihova jama,cerkev
Jelovička in Mihova jama,cerkev
Sotinski breg (Kugla),vrh
Sotinski breg (Kugla),vrh
Serdiški breg (Rdeči breg),vrh
Serdiški breg (Rdeči breg),vrh
Križarka,vrh
Križarka,vrh
Srebrni breg,vrh
Srebrni breg,vrh
Vukova kapela (Vidonci),vrh
Vukova kapela (Vidonci),cerkev
Vukova kapela (Vidonci),vrh
Vukova kapela (Vidonci),cerkev
Cerkev sv. Ane v Boreči,vrh
Cerkev sv. Ane v Boreči,cerkev
Cerkev sv. Ane v Boreči,vrh
Cerkev sv. Ane v Boreči,cerkev
Kamenek,vrh
Kamenek,vrh
Tromejnik,vrh
Tromejnik,vrh
Evharistični križ v Trdkovi,vrh
Evharistični križ v Trdkovi,vrh
Pepelšček,vrh
Pepelšček,vrh
Kapela Presvetega Srca Jezusovega in Brezmadežnega Srca Marijinega v Martinju,cerkev
Kapela Presvetega Srca Jezusovega in Brezmadežnega Srca Marijinega v Martinju,cerkev
Činčev breg,vrh
Činčev breg,vrh
Bogin breg,vrh
Bogin breg,vrh
Grad Grad na Goričkem,vrh
Grad Grad na Goričkem,cerkev
Grad Grad na Goričkem,vrh
Grad Grad na Goričkem,cerkev
Gorički breg,vrh
Gorički breg,vrh
Zalka,vrh
Zalka,vrh
Sveti Benedikt (Kančevci),vrh
Sveti Benedikt (Kančevci),cerkev
Sveti Benedikt (Kančevci),vrh
Sveti Benedikt (Kančevci),cerkev
Kapela v Stanjevcih,vrh
Kapela v Stanjevcih,cerkev
Kapela v Stanjevcih,vrh
Kapela v Stanjevcih,cerkev
Sveta Trojica (Gornji Petrovci),vrh
Sveta Trojica (Gornji Petrovci),cerkev
Sveta Trojica (Gornji Petrovci),vrh
Sveta Trojica (Gornji Petrovci),cerkev
Mejni kamen A 115,cerkev
Mejni kamen A 115,cerkev
Apneni breg,vrh
Apneni breg,vrh
Beli breg,vrh
Beli breg,vrh
Mejni kamen Marije Terezije (Tromejnik),vrh
Mejni kamen Marije Terezije (Tromejnik),vrh
Marija Snežna (Fikšinci),cerkev
Marija Snežna (Fikšinci),cerkev
Kripta,vrh
Kripta,vrh
Piramida (Lendavske gorice),vrh
Piramida (Lendavske gorice),vrh
Griški vrh,vrh
Griški vrh,vrh
Makotrov breg,vrh
Makotrov breg,vrh
Kapela v Zgornjih Moravcih,vrh
Kapela v Zgornjih Moravcih,cerkev
Kapela v Zgornjih Moravcih,vrh
Kapela v Zgornjih Moravcih,cerkev
Sveti Martin (Stari breg),vrh
Sveti Martin (Stari breg),cerkev
Sveti Martin (Stari breg),vrh
Sveti Martin (Stari breg),cerkev
Fuks graba,cerkev
Fuks graba,cerkev
Trestenjak,vrh
Trestenjak,cerkev
Trestenjak,vrh
Trestenjak,cerkev
Razgledni stolp Vinarium Lendava,vrh
Razgledni stolp Vinarium Lendava,koča
Razgledni stolp Vinarium Lendava,vrh
Razgledni stolp Vinarium Lendava,koča
Sveta Helena (Pertoča),vrh
Sveta Helena (Pertoča),cerkev
Sveta Helena (Pertoča),vrh
Sveta Helena (Pertoča),cerkev
Gomba,vrh
Gomba,vrh
Planinska koča Rak,koča
Planinska koča Rak,koča
Budinci,koča
Budinci,koča
Ograd,vrh
Ograd,cerkev
Ograd,vrh
Ograd,cerkev
Izvir slatine (pod Činčevim bregom),cerkev
Izvir slatine (pod Činčevim bregom),cerkev
Vidrin center Aqualutra,cerkev
Vidrin center Aqualutra,cerkev
Jezero Križevci,jezero
Jezero Križevci,jezero
Sveta Trojica v Lendavskih goricah,vrh
Sveta Trojica v Lendavskih goricah,cerkev
Sveta Trojica v Lendavskih goricah,vrh
Sveta Trojica v Lendavskih goricah,cerkev
Kačova mlaka,jezero
Kačova mlaka,jezero
Močvara (Lončarovci),jezero
Močvara (Lončarovci),jezero
Rotunda sv. Nikolaja (Selo),vrh
Rotunda sv. Nikolaja (Selo),koča
Rotunda sv. Nikolaja (Selo),cerkev
Rotunda sv. Nikolaja (Selo),vrh
Rotunda sv. Nikolaja (Selo),koča
Rotunda sv. Nikolaja (Selo),cerkev
Vršič nad Bogojino,vrh
Vršič nad Bogojino,vrh
Hodoško jezero,jezero
Hodoško jezero,jezero
Slatinski vrelec Nuskova,slap
Slatinski vrelec Nuskova,slap
Ledavsko jezero,jezero
Ledavsko jezero,jezero
Lendavski grad (Dolnjelendavski grad),vrh
Lendavski grad (Dolnjelendavski grad),vrh
Sveti Vid (pri Bukovniškem jezeru),cerkev
Sveti Vid (pri Bukovniškem jezeru),cerkev
Plečnikova cerkev (Bogojina),cerkev
Plečnikova cerkev (Bogojina),cerkev
Bukovniško jezero,jezero
Bukovniško jezero,jezero
Soboško jezero,koča
Soboško jezero,jezero
Soboško jezero,koča
Soboško jezero,jezero
Ribnik Taškal,jezero
Ribnik Taškal,jezero
Gramoznica Dokležovje,jezero
Gramoznica Dokležovje,jezero
Otok ljubezni,koča
Otok ljubezni,koča
Gramoznica Vučja jama,jezero
Gramoznica Vučja jama,jezero
Gramoznica Ivanci,jezero
Gramoznica Ivanci,jezero
Altemaver (Ratitovec),vrh
Altemaver (Ratitovec),vrh
Gladki vrh (Ratitovec),vrh
Gladki vrh (Ratitovec),vrh
Kremant (Ratitovec),vrh
Kremant (Ratitovec),vrh
Kosmati vrh (Ratitovec),vrh
Kosmati vrh (Ratitovec),planina
Kosmati vrh (Ratitovec),vrh
Kosmati vrh (Ratitovec),planina
Krekova koča na Ratitovcu,vrh
Krekova koča na Ratitovcu,koča
Krekova koča na Ratitovcu,bivak
Krekova koča na Ratitovcu,planina
Krekova koča na Ratitovcu,vrh
Krekova koča na Ratitovcu,koča
Krekova koča na Ratitovcu,bivak
Krekova koča na Ratitovcu,planina
Porezen,vrh
Porezen,vrh
Dom na Poreznu,koča
Dom na Poreznu,bivak
Dom na Poreznu,planina
Dom na Poreznu,koča
Dom na Poreznu,bivak
Dom na Poreznu,planina
Blegoš,vrh
Blegoš,vrh
Žbajnek,vrh
Žbajnek,vrh
Kačji rob,vrh
Kačji rob,vrh
Hoč,vrh
Hoč,vrh
Planina Klom,planina
Planina Klom,planina
Črni vrh (nad Soriško planino),vrh
Črni vrh (nad Soriško planino),vrh
Planina Pečana,planina
Planina Pečana,planina
Medrce,vrh
Medrce,vrh
Koprivnik,vrh
Koprivnik,vrh
Koča na Blegošu,koča
Koča na Blegošu,planina
Koča na Blegošu,koča
Koča na Blegošu,planina
Mladi vrh,vrh
Mladi vrh,vrh
Kopa (Cimprovka),vrh
Kopa (Cimprovka),vrh
Lipniška planina,planina
Lipniška planina,planina
Tonderškofel,vrh
Tonderškofel,vrh
Erbelc,vrh
Erbelc,vrh
Otavnik,vrh
Otavnik,vrh
Kojca,vrh
Kojca,bivak
Kojca,vrh
Kojca,bivak
Črni vrh nad Novaki,vrh
Črni vrh nad Novaki,jezero
Črni vrh nad Novaki,vrh
Črni vrh nad Novaki,jezero
Planina Otavnik,vrh
Planina Otavnik,planina
Planina Otavnik,vrh
Planina Otavnik,planina
Koča na Črnem vrhu nad Novaki,koča
Koča na Črnem vrhu nad Novaki,koča
Gozdarske koče Martinček,planina
Gozdarske koče Martinček,planina
Stari vrh,vrh
Stari vrh,vrh
Zavetišče gorske straže na Jelencih,koča
Zavetišče gorske straže na Jelencih,koča
Planina Kališnik,planina
Planina Kališnik,planina
Hudournik,vrh
Hudournik,vrh
Počitniški dom Goričane,vrh
Počitniški dom Goričane,vrh
Dražgoška gora,vrh
Dražgoška gora,vrh
Selska planina,planina
Selska planina,planina
Bela peč (Podbliška gora),vrh
Bela peč (Podbliška gora),vrh
Babji zob,vrh
Babji zob,vrh
Planina Tamar,planina
Planina Tamar,planina
Ribčeva planina,planina
Ribčeva planina,planina
Partizanski dom na Vodiški planini,koča
Partizanski dom na Vodiški planini,planina
Partizanski dom na Vodiški planini,koča
Partizanski dom na Vodiški planini,planina
Jelenk,vrh
Jelenk,vrh
Partizanska tehnika Meta,vrh
Partizanska tehnika Meta,vrh
Oblakova planina,planina
Oblakova planina,planina
Lovska koča LD Otavnik,planina
Lovska koča LD Otavnik,planina
Danejeva planina,planina
Danejeva planina,planina
Gozdarska koča Rovtarica,koča
Gozdarska koča Rovtarica,koča
Vrhovec,vrh
Vrhovec,vrh
Vojsko,koča
Vojsko,planina
Vojsko,cerkev
Vojsko,koča
Vojsko,planina
Vojsko,cerkev
Malenski vrh,vrh
Malenski vrh,vrh
Bevkov vrh,vrh
Bevkov vrh,vrh
Lovska koča na Toli,koča
Lovska koča na Toli,koča
Žagarjev hlev v Grobljah,bivak
Žagarjev hlev v Grobljah,bivak
Koča na Starem vrhu,koča
Koča na Starem vrhu,koča
Ermanovec,vrh
Ermanovec,vrh
Lubnik,vrh
Lubnik,koča
Lubnik,vrh
Lubnik,koča
Planina Prihod,planina
Planina Prihod,planina
Bičkova skala,planina
Bičkova skala,planina
Prtovč,koča
Prtovč,cerkev
Prtovč,koča
Prtovč,cerkev
Sivka,vrh
Sivka,vrh
Štor,vrh
Štor,vrh
Razpok,planina
Razpok,planina
Davški slapovi,slap
Davški slapovi,slap
Gradišče (nad Spodnjo Idrijo),vrh
Gradišče (nad Spodnjo Idrijo),vrh
Loncmanova Sivka (Mrzli Vrh),vrh
Loncmanova Sivka (Mrzli Vrh),vrh
Cerkev Marijinega vnebovzetja (Gora),cerkev
Cerkev Marijinega vnebovzetja (Gora),cerkev
Črvov vrh,vrh
Črvov vrh,vrh
Škofje,vrh
Škofje,vrh
Planinska koča Mrzl'k,vrh
Planinska koča Mrzl'k,koča
Planinska koča Mrzl'k,vrh
Planinska koča Mrzl'k,koča
Koča na Ermanovcu,koča
Koča na Ermanovcu,koča
Ribenska planina,planina
Ribenska planina,planina
Ažmanov rovt,planina
Ažmanov rovt,planina
Vrhovski grič,vrh
Vrhovski grič,vrh
Miklavška gora,vrh
Miklavška gora,cerkev
Miklavška gora,vrh
Miklavška gora,cerkev
Suharna,cerkev
Suharna,cerkev
Sveti Mohor (Zabrekve),vrh
Sveti Mohor (Zabrekve),cerkev
Sveti Mohor (Zabrekve),vrh
Sveti Mohor (Zabrekve),cerkev
Krog (Ledinski grič),vrh
Krog (Ledinski grič),vrh
Planinski dom Goška ravan,koča
Planinski dom Goška ravan,planina
Planinski dom Goška ravan,koča
Planinski dom Goška ravan,planina
Kucelj (nad Kopačnico),vrh
Kucelj (nad Kopačnico),vrh
Sveti Brikcij (Četena Ravan),cerkev
Sveti Brikcij (Četena Ravan),cerkev
Bukovski vrh,vrh
Bukovski vrh,vrh
Špik (Vranškov grič),vrh
Špik (Vranškov grič),vrh
Hleviška planina,vrh
Hleviška planina,vrh
Bitenjska planina,planina
Bitenjska planina,planina
Planina Vršana,planina
Planina Vršana,planina
Sleme (Površnica),vrh
Sleme (Površnica),vrh
Tolsti vrh (Talež),vrh
Tolsti vrh (Talež),vrh
Veliki vrh (Lajše),vrh
Veliki vrh (Lajše),vrh
Sveti Marko (Spodnje Danje),cerkev
Sveti Marko (Spodnje Danje),cerkev
Sveti Križ nad Selcami,vrh
Sveti Križ nad Selcami,cerkev
Sveti Križ nad Selcami,vrh
Sveti Križ nad Selcami,cerkev
Sveta Jedert (Lajše),cerkev
Sveta Jedert (Lajše),cerkev
Sveti Jošt nad Kranjem,vrh
Sveti Jošt nad Kranjem,koča
Sveti Jošt nad Kranjem,cerkev
Sveti Jošt nad Kranjem,vrh
Sveti Jošt nad Kranjem,koča
Sveti Jošt nad Kranjem,cerkev
Špičasti hrib,vrh
Špičasti hrib,vrh
Sveti Primož in Felicijan (Jamnik),vrh
Sveti Primož in Felicijan (Jamnik),cerkev
Sveti Primož in Felicijan (Jamnik),vrh
Sveti Primož in Felicijan (Jamnik),cerkev
Sveti Primož in Felicijan na Gabrški gori,cerkev
Sveti Primož in Felicijan na Gabrški gori,cerkev
Gradišče pod Babjim zobom,vrh
Gradišče pod Babjim zobom,vrh
Sveti nadangel Gabrijel (Planica),vrh
Sveti nadangel Gabrijel (Planica),cerkev
Sveti nadangel Gabrijel (Planica),vrh
Sveti nadangel Gabrijel (Planica),cerkev
Koča na Hleviški planini,koča
Koča na Hleviški planini,koča
Cerkovni vrh,vrh
Cerkovni vrh,vrh
Leskovica,cerkev
Leskovica,cerkev
Vrh Slajke,vrh
Vrh Slajke,vrh
Dom na Slajki,koča
Dom na Slajki,koča
Lepo brdo,vrh
Lepo brdo,vrh
Zagrebenc,vrh
Zagrebenc,vrh
Sveti Tomaž (Vrsnik nad Žirmi),vrh
Sveti Tomaž (Vrsnik nad Žirmi),cerkev
Sveti Tomaž (Vrsnik nad Žirmi),vrh
Sveti Tomaž (Vrsnik nad Žirmi),cerkev
Vrh soteske (Križna gora),vrh
Vrh soteske (Križna gora),vrh
Sveti Pavel (Stara Oselica),cerkev
Sveti Pavel (Stara Oselica),cerkev
Lovska koča na Taležu,koča
Lovska koča na Taležu,planina
Lovska koča na Taležu,koča
Lovska koča na Taležu,planina
Rovnik,vrh
Rovnik,vrh
Hujska,vrh
Hujska,vrh
Rodne,vrh
Rodne,bivak
Rodne,vrh
Rodne,bivak
Sveti Križ (Križna Gora),koča
Sveti Križ (Križna Gora),cerkev
Sveti Križ (Križna Gora),koča
Sveti Križ (Križna Gora),cerkev
Sveti Tomaž nad Praprotnim,vrh
Sveti Tomaž nad Praprotnim,cerkev
Sveti Tomaž nad Praprotnim,vrh
Sveti Tomaž nad Praprotnim,cerkev
Sveti Duh (Labinje),cerkev
Sveti Duh (Labinje),cerkev
Jagršče,cerkev
Jagršče,cerkev
Zaganjalka,cerkev
Zaganjalka,cerkev
Izvir Volaščice,cerkev
Izvir Volaščice,cerkev
Šmarjetna gora,vrh
Šmarjetna gora,koča
Šmarjetna gora,cerkev
Šmarjetna gora,vrh
Šmarjetna gora,koča
Šmarjetna gora,cerkev
Sveti Štefan (Kupljenik),cerkev
Sveti Štefan (Kupljenik),cerkev
Šebrelje,cerkev
Šebrelje,cerkev
Bolnica Franja,slap
Bolnica Franja,koča
Bolnica Franja,slap
Bolnica Franja,koča
Lipniški grad (Pusti grad nad Lipnico),vrh
Lipniški grad (Pusti grad nad Lipnico),vrh
Sveti Lovrenc na Lovrenški gori,cerkev
Sveti Lovrenc na Lovrenški gori,cerkev
Sveti Jošt v Trebenčah,vrh
Sveti Jošt v Trebenčah,cerkev
Sveti Jošt v Trebenčah,vrh
Sveti Jošt v Trebenčah,cerkev
Sveti Ivan nad Divjimi babami,vrh
Sveti Ivan nad Divjimi babami,cerkev
Sveti Ivan nad Divjimi babami,vrh
Sveti Ivan nad Divjimi babami,cerkev
Cerkev Loretske Matere Božje v Suši,cerkev
Cerkev Loretske Matere Božje v Suši,cerkev
Kapelica Na Koren,cerkev
Kapelica Na Koren,cerkev
Cerkev Marijinega rojstva v Policah,cerkev
Cerkev Marijinega rojstva v Policah,cerkev
Ojstra peč,vrh
Ojstra peč,vrh
Sveti Lambert (Lancovo),vrh
Sveti Lambert (Lancovo),cerkev
Sveti Lambert (Lancovo),vrh
Sveti Lambert (Lancovo),cerkev
Cerkev Sv. Križa na Brezju nad Srednjo vasjo,vrh
Cerkev Sv. Križa na Brezju nad Srednjo vasjo,cerkev
Cerkev Sv. Križa na Brezju nad Srednjo vasjo,vrh
Cerkev Sv. Križa na Brezju nad Srednjo vasjo,cerkev
Slap Grmečica,slap
Slap Grmečica,slap
Zjavka,vrh
Zjavka,vrh
Sveta Ana (Ledinica),vrh
Sveta Ana (Ledinica),cerkev
Sveta Ana (Ledinica),vrh
Sveta Ana (Ledinica),cerkev
Grad Divja Loka (Stari grad),vrh
Grad Divja Loka (Stari grad),vrh
Stovc (Stolec),vrh
Stovc (Stolec),vrh
Krancelj,vrh
Krancelj,vrh
Sveti Pavel (Straža),vrh
Sveti Pavel (Straža),cerkev
Sveti Pavel (Straža),vrh
Sveti Pavel (Straža),cerkev
Divje babe,cerkev
Divje babe,cerkev
Kamnitnik (nad Škofjo Loko),vrh
Kamnitnik (nad Škofjo Loko),vrh
Slap Šum,slap
Slap Šum,slap
Srednji Kamnitnik,vrh
Srednji Kamnitnik,vrh
Mali Kamnitnik,vrh
Mali Kamnitnik,vrh
Medvedja luknja,vrh
Medvedja luknja,vrh
Slap v Sopotih (Pršjak),slap
Slap v Sopotih (Pršjak),slap
Košenjak,vrh
Košenjak,vrh
Bivak Piramida,vrh
Bivak Piramida,vrh
Kozji vrh (pri Košenjaku),vrh
Kozji vrh (pri Košenjaku),vrh
Sveti Urban (nad Kozjim Vrhom),cerkev
Sveti Urban (nad Kozjim Vrhom),cerkev
Dom na Košenjaku,koča
Dom na Košenjaku,koča
Šteknetov vrh,vrh
Šteknetov vrh,vrh
Sv. Simon in Juda Tadej (Pernice),cerkev
Sv. Simon in Juda Tadej (Pernice),cerkev
Pokeržnikov vrh,vrh
Pokeržnikov vrh,vrh
Kapunar,vrh
Kapunar,vrh
Sveti Jernej nad Muto,vrh
Sveti Jernej nad Muto,planina
Sveti Jernej nad Muto,cerkev
Sveti Jernej nad Muto,vrh
Sveti Jernej nad Muto,planina
Sveti Jernej nad Muto,cerkev
Šteharski vrh (Šteharnikov vrh),vrh
Šteharski vrh (Šteharnikov vrh),vrh
Bricnik,vrh
Bricnik,vrh
Sveti Urh (Strojna),cerkev
Sveti Urh (Strojna),cerkev
Sveti Janez Krstnik na Ojstrici,cerkev
Sveti Janez Krstnik na Ojstrici,cerkev
Sršenov vrh,vrh
Sršenov vrh,vrh
Možičev vrh,vrh
Možičev vrh,vrh
Sveti Urban (Radelca),cerkev
Sveti Urban (Radelca),cerkev
Žavcarjev vrh,vrh
Žavcarjev vrh,vrh
Sveti Duh na Ostrem Vrhu,cerkev
Sveti Duh na Ostrem Vrhu,cerkev
Sveti Pankracij (Radelca),vrh
Sveti Pankracij (Radelca),cerkev
Sveti Pankracij (Radelca),vrh
Sveti Pankracij (Radelca),cerkev
Koča na Žavcarjevem vrhu,koča
Koča na Žavcarjevem vrhu,koča
Grilov vrh,vrh
Grilov vrh,vrh
Sveti Trije Kralji (nad Radljami ob Dravi),vrh
Sveti Trije Kralji (nad Radljami ob Dravi),cerkev
Sveti Trije Kralji (nad Radljami ob Dravi),vrh
Sveti Trije Kralji (nad Radljami ob Dravi),cerkev
Sveti Primož nad Muto,sedlo
Sveti Primož nad Muto,cerkev
Sveti Primož nad Muto,sedlo
Sveti Primož nad Muto,cerkev
Zavetišče Onuk - Glavar,koča
Zavetišče Onuk - Glavar,koča
Sveta Katarina (Zgornja Kapla),cerkev
Sveta Katarina (Zgornja Kapla),cerkev
Tolsti vrh (na Kozjaku),vrh
Tolsti vrh (na Kozjaku),vrh
Brinjeva gora (nad Prevaljami),vrh
Brinjeva gora (nad Prevaljami),cerkev
Brinjeva gora (nad Prevaljami),vrh
Brinjeva gora (nad Prevaljami),cerkev
Tojzlov vrh,vrh
Tojzlov vrh,vrh
Planinski dom Kozjak,koča
Planinski dom Kozjak,koča
Sveti Jurij (Remšnik),vrh
Sveti Jurij (Remšnik),cerkev
Sveti Jurij (Remšnik),vrh
Sveti Jurij (Remšnik),cerkev
Odomovo jezero,jezero
Odomovo jezero,jezero
Lovska koča Radlje ob Dravi,jezero
Lovska koča Radlje ob Dravi,jezero
Turška peč,vrh
Turška peč,vrh
Petnikov vrh,vrh
Petnikov vrh,vrh
Sv. Urban nad Mariborom,cerkev
Sv. Urban nad Mariborom,cerkev
Stari grad nad Radljami ob Dravi (Mahrenberg),vrh
Stari grad nad Radljami ob Dravi (Mahrenberg),vrh
Sv. Križ (Gaj nad Mariborom),cerkev
Sv. Križ (Gaj nad Mariborom),cerkev
Sveti Križ pri Dravogradu,vrh
Sveti Križ pri Dravogradu,cerkev
Sveti Križ pri Dravogradu,vrh
Sveti Križ pri Dravogradu,cerkev
Plački vrh,vrh
Plački vrh,vrh
Župank,vrh
Župank,vrh
Sedelnikov slap,slap
Sedelnikov slap,slap
Grmada (pri Vurberku) - jugovzhodni vrh,vrh
Grmada (pri Vurberku) - jugovzhodni vrh,vrh
Grmada (pri Vurberku) - severozahodni vrh,vrh
Grmada (pri Vurberku) - severozahodni vrh,vrh
Grad Vurberk,vrh
Grad Vurberk,cerkev
Grad Vurberk,vrh
Grad Vurberk,cerkev
Samotni bor,vrh
Samotni bor,vrh
Čajžič,vrh
Čajžič,vrh
Kalvarija (cerkev svete Barbare),vrh
Kalvarija (cerkev svete Barbare),cerkev
Kalvarija (cerkev svete Barbare),vrh
Kalvarija (cerkev svete Barbare),cerkev
Kapela sv. Rozalije na Samotnem boru,cerkev
Kapela sv. Rozalije na Samotnem boru,cerkev
Zavrh v Slovenskih goricah,vrh
Zavrh v Slovenskih goricah,koča
Zavrh v Slovenskih goricah,vrh
Zavrh v Slovenskih goricah,koča
Sveta Ana v Slovenskih goricah,vrh
Sveta Ana v Slovenskih goricah,koča
Sveta Ana v Slovenskih goricah,cerkev
Sveta Ana v Slovenskih goricah,vrh
Sveta Ana v Slovenskih goricah,koča
Sveta Ana v Slovenskih goricah,cerkev
Beli vrh,vrh
Beli vrh,vrh
Gomila,vrh
Gomila,koča
Gomila,vrh
Gomila,koča
Gorca,vrh
Gorca,planina
Gorca,cerkev
Gorca,vrh
Gorca,planina
Gorca,cerkev
Gradišče Novine,vrh
Gradišče Novine,vrh
Cerkvenjak,vrh
Cerkvenjak,koča
Cerkvenjak,cerkev
Cerkvenjak,vrh
Cerkvenjak,koča
Cerkvenjak,cerkev
Jeruzalem,vrh
Jeruzalem,koča
Jeruzalem,cerkev
Jeruzalem,vrh
Jeruzalem,koča
Jeruzalem,cerkev
Puhov muzej (Sakušak),cerkev
Puhov muzej (Sakušak),cerkev
Kogel (Litmerk),vrh
Kogel (Litmerk),vrh
Zeleno okno,vrh
Zeleno okno,vrh
Kostanj,vrh
Kostanj,vrh
Razgledna točka Kapela,vrh
Razgledna točka Kapela,cerkev
Razgledna točka Kapela,vrh
Razgledna točka Kapela,cerkev
Kapela sv. Družine (Runeč),cerkev
Kapela sv. Družine (Runeč),cerkev
Piramida (nad Gornjo Radgono),vrh
Piramida (nad Gornjo Radgono),vrh
Svetinje,vrh
Svetinje,cerkev
Svetinje,vrh
Svetinje,cerkev
Ostragova,vrh
Ostragova,vrh
Norički vrh,vrh
Norički vrh,vrh
Sveti Andraž (Vitomarci),vrh
Sveti Andraž (Vitomarci),vrh
Sveti Trije Kralji v Slovenskih goricah,vrh
Sveti Trije Kralji v Slovenskih goricah,cerkev
Sveti Trije Kralji v Slovenskih goricah,vrh
Sveti Trije Kralji v Slovenskih goricah,cerkev
Rojstna hiša Stanka Vraza,cerkev
Rojstna hiša Stanka Vraza,cerkev
Sveta Trojica v Slovenskih goricah,vrh
Sveta Trojica v Slovenskih goricah,cerkev
Sveta Trojica v Slovenskih goricah,vrh
Sveta Trojica v Slovenskih goricah,cerkev
Grad Negova,vrh
Grad Negova,cerkev
Grad Negova,vrh
Grad Negova,cerkev
Koča v naši grabi,koča
Koča v naši grabi,koča
Sveta Trojica (Mala Nedelja),vrh
Sveta Trojica (Mala Nedelja),cerkev
Sveta Trojica (Mala Nedelja),vrh
Sveta Trojica (Mala Nedelja),cerkev
Skrivališče konjev,cerkev
Skrivališče konjev,cerkev
Radgonski grad,vrh
Radgonski grad,vrh
Sveti Duh (Stara Gora),vrh
Sveti Duh (Stara Gora),koča
Sveti Duh (Stara Gora),cerkev
Sveti Duh (Stara Gora),vrh
Sveti Duh (Stara Gora),koča
Sveti Duh (Stara Gora),cerkev
Turistična kmetija Amur,koča
Turistična kmetija Amur,jezero
Turistična kmetija Amur,koča
Turistična kmetija Amur,jezero
Rimsko gomilno grobišče v Anželovem gozdu,jezero
Rimsko gomilno grobišče v Anželovem gozdu,jezero
Lovska koča LD Negova (Zeleni gaj),koča
Lovska koča LD Negova (Zeleni gaj),koča
Kapela sv. Marije (Radehova),koča
Kapela sv. Marije (Radehova),koča
Jezero Komarnik,jezero
